event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2022-07-22,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-22,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-21,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-21,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-21,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-21,Strategic developments,Other,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-20,Strategic developments,Looting/property destruction,Unidentified Anti-Coup Armed Group,Military Forces of Myanmar (2021-),13,Kachin,0
2022-07-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-20,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Shan-South,0
2022-07-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-19,Strategic developments,Other,Civilians (Myanmar),,70,Shan-South,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-18,Strategic developments,Other,Civilians (Myanmar),,70,Rakhine,0
2022-07-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Military Forces of Myanmar (2021-),11,Bago-East,0
2022-07-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-18,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Rakhine,0
2022-07-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-18,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2022-07-18,Strategic developments,Other,Military Forces of Myanmar (2021-),,10,Magway,0
2022-07-18,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),Kyaukhtu Regional People's Defense Force,13,Magway,0
2022-07-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-East,0
2022-07-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-17,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2022-07-17,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Myanmar),,30,Yangon,0
2022-07-17,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-17,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-07-16,Strategic developments,Disrupted weapons use,Unidentified Anti-Coup Armed Group,,30,Sagaing,0
2022-07-16,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),KNU/KNLA: Karen National Union/Karen National Liberation Army,12,Kayin,0
2022-07-16,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2022-07-16,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-16,Strategic developments,Disrupted weapons use,Cobra Column,Military Forces of Myanmar (2021-),13,Kayin,0
2022-07-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-16,Strategic developments,Looting/property destruction,People's Defense Force - Nay Pyi Taw,Military Forces of Myanmar (2021-),13,Kayah,0
2022-07-16,Strategic developments,Other,MVRF: Myaing Villages Revolution Front,,30,Magway,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-15,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2022-07-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Bangladesh),17,Rakhine,0
2022-07-15,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-07-14,Strategic developments,Disrupted weapons use,KNU/KNLA: Karen National Union/Karen National Liberation Army,Military Forces of Myanmar (2021-),12,Kayin,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),MC-KC DF: Myit Chay- Kyun Chaung Defence Force,13,Magway,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Military Forces of Myanmar (2021-) People's Militia Force,11,Kachin,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-13,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),People's Defense Force - Kaung Kin,13,Sagaing,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-13,Strategic developments,Other,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-13,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-13,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-07-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-12,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2022-07-12,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),YLF: Yangon Liberation Force,13,Yangon,0
2022-07-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-12,Strategic developments,Looting/property destruction,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-07-11,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-11,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-07-11,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-11,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-11,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-11,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2022-07-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-10,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),Chinland Defense Force - Mindat,13,Chin,0
2022-07-10,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),,10,Mandalay,0
2022-07-10,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Chin,0
2022-07-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-10,Strategic developments,Other,Military Forces of Myanmar (2021-),PDF: People's Defense Force,13,Shan-South,0
2022-07-10,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-10,Strategic developments,Change to group/activity,Police Forces of Myanmar (2021-),27 Revolution Forces,13,Mandalay,0
2022-07-10,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-07-10,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Chin,0
2022-07-10,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),KNU/KNLA: Karen National Union/Karen National Liberation Army,12,Kayin,0
2022-07-09,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-09,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayin,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-09,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-East,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-08,Strategic developments,Looting/property destruction,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-08,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-08,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Mandalay,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),HPDF: Homalin People's Defense Force,13,Sagaing,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-08,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-East,0
2022-07-08,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-07,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2022-07-07,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-07,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-07,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-07-07,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-07,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2022-07-07,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),People's Defense Force - Kaung Kin,13,Sagaing,0
2022-07-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-06,Strategic developments,Other,Civilians (Myanmar),,70,Tanintharyi,0
2022-07-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-07-06,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-06,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-06,Strategic developments,Change to group/activity,NA-B: Northern Alliance,,20,Shan-South,0
2022-07-06,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-06,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Chin,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-06,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-06,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-) Prison Guards,16,Mandalay,0
2022-07-06,Strategic developments,Other,Civilians (Myanmar),,70,Tanintharyi,0
2022-07-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-05,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Sagaing,0
2022-07-05,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Bago-East,0
2022-07-05,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-05,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-05,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2022-07-05,Strategic developments,Other,Civilians (Myanmar),,70,Tanintharyi,0
2022-07-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-07-05,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Pyu Saw Htee,13,Sagaing,0
2022-07-05,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-04,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-04,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-04,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
